Unnamed: 0,Unnamed: 0.1,date,position,track_id,track_name,artist,streams,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,is_collab,is_remixed,euclidean_dist,manhattan_dist,cosine_dist,cosine_dist_mod
177333,177333,2020-06-05,134,63qA4ydokzNOFpsaNlsYsC,Higa,Arthur Nery,28621,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,0.4174280000882512,2019-10-25,70,0.657,0.337,9,0.561064483111566,1,0.0433,0.45,0.0,0.106,0.183,0.4679349790838196,0,0,0.02600000000000019,0.026000000000000023,0.013598488774666961,0.013598488774666961
145146,145146,2019-12-27,147,4HBvwhhYo7YiYXkUDrOHzS,Trampoline,SHAED,31155,3KwmxIhSe9UTSEF37kwngR,SHAED,2ms8D5cy72qBtVnxKlXtP3,0.29411705714463365,2019-12-27,0,0.619,0.45899999999999996,7,0.7561105424769702,0,0.0334,0.56,0.0,0.13699999999999998,0.498,0.479206476269173,0,0,0.01199999999999675,0.01200000000000001,0.013706098964969216,0.013706098964969216
128784,128784,2019-10-06,185,1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),SHAED,24387,3KwmxIhSe9UTSEF37kwngR,SHAED,5QqqBZmdQmY1MvlnpBkagB,0.29411705714463365,2019-09-26,77,0.619,0.45899999999999996,7,0.7561105424769702,0,0.0334,0.56,0.0,0.13699999999999998,0.498,0.479206476269173,0,0,0.01199999999999675,0.01200000000000001,0.013706098964969216,0.013706098964969216
148930,148930,2020-01-15,131,2ez6qvOTHKeI3ss80NGqnI,Trampoline (with ZAYN),SHAED,33086,3KwmxIhSe9UTSEF37kwngR,SHAED,5wg6T8bCVnRk3ToKy0yXG5,0.29411705714463365,2019-12-27,67,0.619,0.45899999999999996,7,0.7561105424769702,0,0.0334,0.56,0.0,0.13699999999999998,0.498,0.479206476269173,0,0,0.01199999999999675,0.01200000000000001,0.013706098964969216,0.013706098964969216
156989,156989,2020-02-24,190,2ctqjxISMsrkCg7YdGkECu,Normalan,Shanti Dope,28768,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,2K8iiECJSWOrnctPw0V7MO,0.37209297661143614,2020-02-21,58,0.765,0.43799999999999994,8,0.4869600818833162,1,0.0558,0.524,1.5399999999999998e-05,0.19399999999999998,0.506,0.39662629757785456,0,0,0.1339999999999999,0.134,0.013975358025085538,0.013975358025085538
146417,146417,2020-01-03,18,41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,138369,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,1SN6N3fNkZk5oXQ9X46QZ3,0.34655830493584744,2020-01-03,80,0.687,0.514,9,0.7221289662231319,0,0.0897,0.366,0.0,0.11599999999999999,0.494,0.6026248515209418,0,0,0.056000000000000244,0.05600000000000005,0.014021619772448535,0.014021619772448535
76509,76509,2019-01-18,110,7h4W9blGxYCkKJ3dxPZ84j,Dulo Ng Hangganan,IV Of Spades,31626,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5mGR6qKnpILzSzq1yyAUXk,0.5829851758103562,2019-01-18,55,0.565,0.565,9,0.644012282497441,1,0.0368,0.494,0.00262,0.127,0.35,0.5388498683055312,0,0,0.06599999999999978,0.06600000000000006,0.01402181725288032,0.01402181725288032
394,394,2018-01-02,195,1lkvpmrCaXK8QtliFDcHBO,Bubbly,Colbie Caillat,19546,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,7a8mrq83VEf0PoFh6pvtsb,0.3180772478473737,2007-01-01,73,0.688,0.47700000000000004,9,0.7191811668372567,1,0.036000000000000004,0.594,0.0,0.115,0.257,0.4860687909931312,0,0,0.057000000000000016,0.05699999999999994,0.014780960627541306,0.014780960627541306
7399,7399,2018-02-06,200,4rIEkt9wgcmoIJtiRcvtNX,If You're Not The One,Daniel Bedingfield,21575,11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,6119li3hGAUgOngMRDp0vo,0.4400243091839375,2002,0,0.688,0.5379999999999999,10,0.6813510747185261,1,0.0292,0.504,0.0,0.111,0.27,0.4352760419356505,0,0,0.057000000000000016,0.05699999999999994,0.01498608358718978,0.01498608358718978
77598,77598,2019-01-23,199,6B6aCxSBsECsulzOkJRxGv,If You're Not The One,Daniel Bedingfield,24098,11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,6QCJavotgf93RyAbJXvWlL,0.4400243091839375,2002,60,0.688,0.5379999999999999,10,0.6813510747185261,1,0.0292,0.504,0.0,0.111,0.27,0.4352760419356505,0,0,0.057000000000000016,0.05699999999999994,0.01498608358718978,0.01498608358718978
33879,33879,2018-06-19,80,0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,41568,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,2Ti79nwTsont5ZHfdxIzAm,0.1954562685402656,2018-03-16,85,0.9209999999999999,0.537,9,0.7585261003070624,0,0.0804,0.556,0.00404,0.102,0.711,0.4869919433972007,0,0,0.2899999999999999,0.2899999999999999,0.015147314225275932,0.015147314225275932
36619,36619,2018-07-03,20,0WOvSEVpUGkNufX0w0M06F,13,LANY,93216,49tQo2QULno7gxHutgccqF,LANY,0HiwsXForePsWdIZW6EEkK,0.39548154046416106,2017-06-30,67,0.784,0.539,8,0.6592425793244625,0,0.0628,0.69,1.75e-05,0.0367,0.6970000000000001,0.5254286525848266,0,0,0.15300000000000005,0.15300000000000002,0.015303412724015364,0.015303412724015364
23982,23982,2018-04-30,183,2RzdvVrhZdoa3PyrU0NTLp,Nadarang - Campfire Mix,Kyle Juliano,20903,7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,1Cp6WvebwVCLQ9x1siodOm,0.3954715119229327,2018-03-26,50,0.816,0.539,0,0.6551893551688843,1,0.0378,0.765,7.78e-06,0.102,0.456,0.4227457005629292,0,0,0.18499999999999955,0.18499999999999994,0.01570034232605677,0.01570034232605677
71969,71969,2018-12-26,170,5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",Sam Smith,21473,2wY79sveU1sp5g7SokKOiI,Sam Smith,5utJfkRQ5yEIat3AIK6WIL,0.4193835656277767,2018-12-21,79,0.584,0.40700000000000003,1,0.691668372569089,0,0.046,0.47600000000000003,0.0,0.18,0.341,0.40381139286267614,0,0,0.046999999999999584,0.04700000000000004,0.015922288367960613,0.015922288367960613
53931,53931,2018-09-27,132,6sl4KzZ9PRb8xTzjYIrHAP,Someday,Leanne & Naara,27784,2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara,7quF2TPkzNhuVjyub5UtoV,0.4453173732442532,2018-09-21,60,0.581,0.325,0,0.5360900716479016,1,0.0461,0.616,0.0,0.133,0.276,0.44860042348809576,0,0,0.050000000000000024,0.050000000000000044,0.015930846810768395,0.015930846810768395
